DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,ECD_DOMAIN:ECD Domain,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MOTHER_EDUCATION:Mother's Education Level,FATHER_EDUCATION:Father's Education Level,EC_EDUC_ATTND:Early Childhood Education Attendance,PLAYTHNG_TYPE:Plaything Type,INDQT_SPVN:Inadequate Supervision,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,90.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,90.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,90.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,68.8,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,97.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,88.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,97.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,99.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,90.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,MNE: Montenegro,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,92.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,77.6,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,78.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,76.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,67.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,77.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,73.9,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,82.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,84.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,79.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,GEO: Georgia,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M24T59: 24 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_Z: Not disaggregated,_T: Total,_T: Total,2018,74.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2018,End of fieldwork,2018,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,77.8,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,75.3,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,80.3,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,57.1,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,77,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,83.5,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,92.5,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,87.9,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,83.7,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,ALB: Albania,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2018,70.7,,PCNT: %,,,RA: Reanalysed,F: Free,DHS 2017-18,End of fieldwork,2017-18,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,94.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,97,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q1: Lowest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,90.3,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q2: Second,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,96.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q3: Middle,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.2,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q4: Fourth,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,Q5: Highest,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,99,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,U: Urban,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,97,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BLR: Belarus,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,R: Rural,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,92.4,,PCNT: %,,,RP: Reported,F: Free,MICS 2012,End of fieldwork,2012,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,_T: Total,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.1,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,M: Male,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,94.7,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
UNICEF:ECD(1.0): Early Childhood Development,BIH: Bosnia and Herzegovina,ECD_CHLD_36-59M_ADLT_SRC: Percentage of children (aged 36-59 months) with whom any adult household member has engaged in 4 or more activities to provide early stimulation and responsive care in the last 3 days,_T: Total,F: Female,M36T59: 36 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,_T: Total,2012,95.5,,PCNT: %,,,RP: Reported,F: Free,MICS 2011-12,End of fieldwork,2011-12,0: Not Known,
