DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,5.946620753,,D_PER_1000_B: Deaths per 1000 live births,5.307996592,6.576599979,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,6.071056627,,D_PER_1000_B: Deaths per 1000 live births,5.46647956,6.653931879,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,6.235678852,,D_PER_1000_B: Deaths per 1000 live births,5.656308017,6.796194914,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,6.405730418,,D_PER_1000_B: Deaths per 1000 live births,5.843242765,6.970630845,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,6.537524399,,D_PER_1000_B: Deaths per 1000 live births,5.927916882,7.17324722,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1977-06,27.46076538,,D_PER_1000_B: Deaths per 1000 live births,21.49941289,34.22975583,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1978-06,26.83936639,,D_PER_1000_B: Deaths per 1000 live births,21.33449507,33.04337495,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1979-06,26.24834996,,D_PER_1000_B: Deaths per 1000 live births,21.06776764,31.85260286,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1980-06,25.66421469,,D_PER_1000_B: Deaths per 1000 live births,20.73307114,30.88177406,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1981-06,25.12674146,,D_PER_1000_B: Deaths per 1000 live births,20.51517827,30.01972302,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1982-06,24.68292289,,D_PER_1000_B: Deaths per 1000 live births,20.36451514,29.2192334,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1983-06,24.3890249,,D_PER_1000_B: Deaths per 1000 live births,20.25633065,28.63920375,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1984-06,24.10869106,,D_PER_1000_B: Deaths per 1000 live births,20.33009617,28.16608001,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1985-06,23.97362778,,D_PER_1000_B: Deaths per 1000 live births,20.35614617,27.77956024,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1986-06,23.79167432,,D_PER_1000_B: Deaths per 1000 live births,20.43144721,27.45876087,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1987-06,23.58839984,,D_PER_1000_B: Deaths per 1000 live births,20.44862902,27.1683525,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1988-06,23.82938054,,D_PER_1000_B: Deaths per 1000 live births,20.75341085,27.38879221,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1989-06,23.07149449,,D_PER_1000_B: Deaths per 1000 live births,20.04704341,26.61081278,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1990-06,22.72063233,,D_PER_1000_B: Deaths per 1000 live births,19.80407488,26.26650373,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1991-06,22.33182587,,D_PER_1000_B: Deaths per 1000 live births,19.45456816,25.71827647,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1992-06,21.83227618,,D_PER_1000_B: Deaths per 1000 live births,19.08935502,25.14233991,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1993-06,21.26238078,,D_PER_1000_B: Deaths per 1000 live births,18.61931465,24.5750669,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1994-06,20.66592694,,D_PER_1000_B: Deaths per 1000 live births,18.09298678,23.82252544,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1995-06,20.00011818,,D_PER_1000_B: Deaths per 1000 live births,17.54361115,22.94574698,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1996-06,19.37590727,,D_PER_1000_B: Deaths per 1000 live births,16.98214599,22.11374646,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1997-06,18.57517172,,D_PER_1000_B: Deaths per 1000 live births,16.31636047,21.15050605,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1998-06,17.71797141,,D_PER_1000_B: Deaths per 1000 live births,15.45195249,20.17275131,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,1999-06,16.87447123,,D_PER_1000_B: Deaths per 1000 live births,14.71090318,19.25754149,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2000-06,16.06170216,,D_PER_1000_B: Deaths per 1000 live births,13.93554313,18.40538694,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2001-06,15.29098799,,D_PER_1000_B: Deaths per 1000 live births,13.19767642,17.61281615,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2002-06,14.55382756,,D_PER_1000_B: Deaths per 1000 live births,12.53402402,16.78258848,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2003-06,13.84811964,,D_PER_1000_B: Deaths per 1000 live births,11.84342591,16.0460958,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2004-06,13.17206721,,D_PER_1000_B: Deaths per 1000 live births,11.1832291,15.41371656,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2005-06,12.53854682,,D_PER_1000_B: Deaths per 1000 live births,10.5330276,14.75069271,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2006-06,11.94043035,,D_PER_1000_B: Deaths per 1000 live births,9.927768729,14.14195295,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2007-06,11.37001593,,D_PER_1000_B: Deaths per 1000 live births,9.346591536,13.57702136,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2008-06,10.81267864,,D_PER_1000_B: Deaths per 1000 live births,8.737096493,13.06980186,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2009-06,10.26562236,,D_PER_1000_B: Deaths per 1000 live births,8.200266719,12.59344278,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2010-06,9.736507388,,D_PER_1000_B: Deaths per 1000 live births,7.707048252,12.09362971,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2011-06,9.243218216,,D_PER_1000_B: Deaths per 1000 live births,7.230198401,11.6124096,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2012-06,8.788434065,,D_PER_1000_B: Deaths per 1000 live births,6.776111656,11.17874724,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2013-06,8.335163026,,D_PER_1000_B: Deaths per 1000 live births,6.341091307,10.76635518,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,7.920669234,,D_PER_1000_B: Deaths per 1000 live births,5.945331895,10.35475523,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,7.524754319,,D_PER_1000_B: Deaths per 1000 live births,5.566139303,9.96801184,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,7.151718641,,D_PER_1000_B: Deaths per 1000 live births,5.202921061,9.630460457,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,6.797903442,,D_PER_1000_B: Deaths per 1000 live births,4.846462192,9.302084368,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,6.464568072,,D_PER_1000_B: Deaths per 1000 live births,4.529903226,9.021627864,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1983-06,33.4202349,,D_PER_1000_B: Deaths per 1000 live births,25.906284,41.7563472,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1984-06,33.05000018,,D_PER_1000_B: Deaths per 1000 live births,26.02534428,40.40476837,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1985-06,32.66963805,,D_PER_1000_B: Deaths per 1000 live births,26.06209687,39.6397528,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1986-06,32.44025293,,D_PER_1000_B: Deaths per 1000 live births,26.14750209,38.88069284,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1987-06,32.27240332,,D_PER_1000_B: Deaths per 1000 live births,26.31247434,38.38293457,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1988-06,32.42023605,,D_PER_1000_B: Deaths per 1000 live births,26.68744024,38.25648053,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1989-06,32.79320278,,D_PER_1000_B: Deaths per 1000 live births,27.08435232,38.4888112,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1990-06,33.41834151,,D_PER_1000_B: Deaths per 1000 live births,27.83662759,39.21512114,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1991-06,34.18162032,,D_PER_1000_B: Deaths per 1000 live births,28.77380077,40.03671819,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1992-06,35.01255679,,D_PER_1000_B: Deaths per 1000 live births,29.72809383,41.00191916,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1993-06,35.71472906,,D_PER_1000_B: Deaths per 1000 live births,30.60345024,41.88245433,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1994-06,36.28873286,,D_PER_1000_B: Deaths per 1000 live births,31.14119151,42.71487806,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1995-06,36.62631877,,D_PER_1000_B: Deaths per 1000 live births,31.27396344,43.37598638,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1996-06,36.63704578,,D_PER_1000_B: Deaths per 1000 live births,31.40094696,43.48329885,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1997-06,36.30275119,,D_PER_1000_B: Deaths per 1000 live births,31.10491723,43.15001795,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1998-06,35.64395929,,D_PER_1000_B: Deaths per 1000 live births,30.54692341,42.33489344,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,1999-06,34.76257693,,D_PER_1000_B: Deaths per 1000 live births,29.62722241,41.32166572,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2000-06,33.57458617,,D_PER_1000_B: Deaths per 1000 live births,28.44806262,40.05041628,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2001-06,32.29331432,,D_PER_1000_B: Deaths per 1000 live births,27.19293542,38.51006725,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2002-06,30.84656287,,D_PER_1000_B: Deaths per 1000 live births,25.89095411,36.88816717,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2003-06,29.40663826,,D_PER_1000_B: Deaths per 1000 live births,24.60527655,35.25479772,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2004-06,27.95724398,,D_PER_1000_B: Deaths per 1000 live births,23.3292377,33.58318759,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2005-06,26.63089058,,D_PER_1000_B: Deaths per 1000 live births,22.1046246,32.01801692,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2006-06,25.31397988,,D_PER_1000_B: Deaths per 1000 live births,20.93328556,30.44954262,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2007-06,24.0500591,,D_PER_1000_B: Deaths per 1000 live births,19.80993156,28.95234319,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2008-06,22.78909038,,D_PER_1000_B: Deaths per 1000 live births,18.67779505,27.51224693,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2009-06,21.55726208,,D_PER_1000_B: Deaths per 1000 live births,17.52528403,26.29471813,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2010-06,20.38296429,,D_PER_1000_B: Deaths per 1000 live births,16.34981294,25.18012523,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2011-06,19.00589871,,D_PER_1000_B: Deaths per 1000 live births,15.01440074,23.74073131,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2012-06,17.58828593,,D_PER_1000_B: Deaths per 1000 live births,13.60938545,22.35657058,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2013-06,16.23230524,,D_PER_1000_B: Deaths per 1000 live births,12.32859688,21.05508527,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2014-06,14.96773694,,D_PER_1000_B: Deaths per 1000 live births,11.08821344,19.8286564,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2015-06,13.82468605,,D_PER_1000_B: Deaths per 1000 live births,9.915673302,18.84560302,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2016-06,12.7970058,,D_PER_1000_B: Deaths per 1000 live births,8.819298576,18.11198109,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2017-06,11.91100235,,D_PER_1000_B: Deaths per 1000 live births,7.833553458,17.62258414,A: Normal value
UNICEF:CME(1.0): Child Mortality,AZE: Azerbaijan,CME_MRM0: Neonatal mortality rate,_T: Total,2018-06,11.17769911,,D_PER_1000_B: Deaths per 1000 live births,7.010449355,17.18939397,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1964-06,14.61737072,,D_PER_1000_B: Deaths per 1000 live births,13.88971012,15.34641246,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1965-06,14.52118057,,D_PER_1000_B: Deaths per 1000 live births,13.90222247,15.14410669,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1966-06,14.44531859,,D_PER_1000_B: Deaths per 1000 live births,13.82581768,15.06154823,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1967-06,14.31546545,,D_PER_1000_B: Deaths per 1000 live births,13.69328747,14.93769035,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1968-06,14.01865274,,D_PER_1000_B: Deaths per 1000 live births,13.4538735,14.59130846,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1969-06,13.70060272,,D_PER_1000_B: Deaths per 1000 live births,13.1394106,14.27676812,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1970-06,13.47404215,,D_PER_1000_B: Deaths per 1000 live births,12.93788522,14.01925322,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1971-06,13.39604952,,D_PER_1000_B: Deaths per 1000 live births,12.86422258,13.93564756,A: Normal value
UNICEF:CME(1.0): Child Mortality,BGR: Bulgaria,CME_MRM0: Neonatal mortality rate,_T: Total,1972-06,13.50507602,,D_PER_1000_B: Deaths per 1000 live births,12.96371661,14.04336835,A: Normal value
