DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,VACCINE:Vaccine,AGE:Current age,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,DATA_SOURCE:Data Source,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2010,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2011,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2012,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2013,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2014,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2015,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2016,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2017,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2018,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,ALB: Albania,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2019,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1980,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1981,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1982,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1983,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1984,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1985,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1986,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1987,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1988,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1989,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1990,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1991,99,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1992,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1993,98,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1994,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1995,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1996,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1997,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1998,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,1999,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2000,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2001,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2002,93,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2003,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2004,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2005,96,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2006,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2007,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2008,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2009,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2010,94,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2011,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2012,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2013,95,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
UNICEF:IMMUNISATION(1.0): Immunisation,BGR: Bulgaria,IM_DTP3: Percentage of surviving infants who received the third dose of DTP-containing vaccine,"DTP3: Diphtheria, tetanus, and pertussis third dose",M12T23: 12 to 23 months old,2014,88,0: Units,PCNT: %,,,E: Estimated value,F: Free,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,
