DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MATERNAL_EDU_LVL:Mother's Education Level,HEAD_OF_HOUSE:Head of House,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,CUSTODIAN:Custodian,INDICATOR_DEFINITION:Indicator Definition,NUMERATOR_DEFINITION:Numerator Definition,DENOMINATOR_DEFINITION:Denominator Definition,PUBLICATION_DATE:Date of Publication,DATA_SOURCE:Data Source,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STD_ERR:Standard Error,WGTD_SAMPL_SIZE:Weighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M0T5: 0 to 5 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,38.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,23.8,55.2,8.1,54.1,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M0T5: 0 to 5 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,12.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,6.3,23.1,4.2,120.3,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,49.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,35.3,63.8,7.4,56.3,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,8.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,U: Low reliability,F: Free,3.6,20.3,4.0,47.3,Middle of Fieldwork,1997-2017,0: Not Known,Unweighted sample size is between 25 and 49
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,28.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,17.8,42.9,6.3,58.3,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,11.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,5.5,21.7,4.0,107.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,38.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,28.5,49.7,5.5,107.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,18.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,11.4,29.0,4.5,79.2,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,28.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,19.8,38.6,4.8,124.9,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,11.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,7.0,18.1,2.8,206.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,26.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,16.0,40.8,6.4,51.5,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,33.1,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,U: Low reliability,F: Free,18.8,51.4,8.6,31.9,Middle of Fieldwork,1997-2017,0: Not Known,Unweighted sample size is between 25 and 49
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,27.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,15.2,45.3,7.7,66.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,11.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,5.8,22.0,4.0,99.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,51.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,38.7,64.8,6.8,63.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,16.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,9.0,29.2,5.1,60.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,27.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,16.8,40.4,5.9,89.1,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,7.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,4.1,12.9,2.2,104.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,50.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,40.0,60.0,5.2,117.4,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,21.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,14.2,31.4,4.4,110.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,21.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,14.5,29.9,3.9,151.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,12.1,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,7.5,19.1,2.9,219.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,37.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,31.4,44.4,3.3,372.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,24.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,20.2,29.9,2.5,329.2,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,20.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,16.3,24.7,2.1,498.7,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,11.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,8.7,15.4,1.7,684.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_HAZ_NE2: Height-for-age <-2 SD (stunting),F: Female,M30T35: 30 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,47.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,31.7,64.3,8.6,53.8,Middle of Fieldwork,1997-2017,0: Not Known,
