DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MATERNAL_EDU_LVL:Mother's Education Level,HEAD_OF_HOUSE:Head of House,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,CUSTODIAN:Custodian,INDICATOR_DEFINITION:Indicator Definition,NUMERATOR_DEFINITION:Numerator Definition,DENOMINATOR_DEFINITION:Denominator Definition,PUBLICATION_DATE:Date of Publication,DATA_SOURCE:Data Source,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STD_ERR:Standard Error,WGTD_SAMPL_SIZE:Weighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:NUTRITION(1.0): Nutrition,MNE: Montenegro,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2013,47.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.",RA: Reanalysed,F: Free,33.3,62.2,,56.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TKM: Turkmenistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2015,72.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,Turkmenistan 2015-16 Multiple Indicator Cluster Survey,RA: Reanalysed,F: Free,66.4,78.5,,262.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2012,16.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyz Republic demographic and health survey 2012. Demographic and Health Surveys. Bishkek, Kyrgyz Republic, and Calverton, Maryland, USA: NSC, MOH, and ICF International, 2013",RA: Reanalysed,F: Free,12.8,20.5,,486.5,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2014,28.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyzstan multiple indicator cluster survey 2014: Final Report (MICS). Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF, 2014.",RA: Reanalysed,F: Free,25.2,33.0,,616.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2018,39.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyzstan Multiple Indicator Cluster Survey 2018, Survey Findings Report. Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF. ",RA: Reanalysed,F: Free,33.5,45.8,,459.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MNE: Montenegro,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2013,49.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.",RA: Reanalysed,F: Free,38.4,60.0,,133.4,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KAZ: Kazakhstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2015,31.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016.",RA: Reanalysed,F: Free,25.2,37.8,,685.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,SRB: Serbia,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2014,63.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2014 Serbia multiple indicator cluster survey and 2014 Serbia Roma Settlements multiple indicator cluster survey (MICS). Key findings. Belgrade, Serbia: Statistical Office of the Republic of Serbia and UNICEF, 2014.",RA: Reanalysed,F: Free,49.4,75.8,,261.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TJK: Tajikistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2012,17.1,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Tajikistan demographic and health survey 2012. Demographic and Health Surveys. Dushanbe, Tajikistan, and Calverton, Maryland, USA: SA, MOH, and ICF International, 2013",RA: Reanalysed,F: Free,13.6,21.3,,631.7,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TJK: Tajikistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2017,8.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Tajikistan Demographic and Health Survey 2017: Key Indicators. Rockville, Maryland, USA: Statistical Agency under the President of the Republic of Tajikistan(SA), Ministry of Health and Social Protection of Population of the Republic of Tajikistan and ICF",RA: Reanalysed,F: Free,6.0,10.5,,723.8,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2010,22.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia demographic and health survey 2010. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ICF International, 2012",RA: Reanalysed,F: Free,16.2,30.2,,173.5,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2015,21.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia Demographic and Health Survey 2015-16. Rockville, Maryland, USA: National Statistical Service, Ministry of Health, and ICF",RA: Reanalysed,F: Free,17.1,27.6,,195.4,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2017,24.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Albania Demographic and Health Survey 2017-18. Tirana, Albania: Institute of Statistics, Institute of Public Health, and ICF",RA: Reanalysed,F: Free,19.4,30.2,,315.0,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TKM: Turkmenistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B40: Bottom 40%,_T: Total,_T: Total,_T: Total,2015,73.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,Turkmenistan 2015-16 Multiple Indicator Cluster Survey,RA: Reanalysed,F: Free,69.0,78.4,,511.0,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TJK: Tajikistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2012,19.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Tajikistan demographic and health survey 2012. Demographic and Health Surveys. Dushanbe, Tajikistan, and Calverton, Maryland, USA: SA, MOH, and ICF International, 2013",RA: Reanalysed,F: Free,16.5,23.0,,969.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TJK: Tajikistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2017,8.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Tajikistan Demographic and Health Survey 2017: Key Indicators. Rockville, Maryland, USA: Statistical Agency under the President of the Republic of Tajikistan(SA), Ministry of Health and Social Protection of Population of the Republic of Tajikistan and ICF",RA: Reanalysed,F: Free,6.9,10.8,,1158.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2012,15.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyz Republic demographic and health survey 2012. Demographic and Health Surveys. Bishkek, Kyrgyz Republic, and Calverton, Maryland, USA: NSC, MOH, and ICF International, 2013",RA: Reanalysed,F: Free,12.9,19.0,,753.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2014,28.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyzstan multiple indicator cluster survey 2014: Final Report (MICS). Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF, 2014.",RA: Reanalysed,F: Free,25.5,32.1,,909.0,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KGZ: Kyrgyzstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2018,41.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kyrgyzstan Multiple Indicator Cluster Survey 2018, Survey Findings Report. Bishkek, Kyrgyzstan: National Statistical Committee of the Kyrgyz Republic and UNICEF. ",RA: Reanalysed,F: Free,36.5,46.5,,667.1,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2010,23.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia demographic and health survey 2010. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ICF International, 2012",RA: Reanalysed,F: Free,18.6,30.2,,263.7,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2015,23.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia Demographic and Health Survey 2015-16. Rockville, Maryland, USA: National Statistical Service, Ministry of Health, and ICF",RA: Reanalysed,F: Free,19.0,27.9,,287.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,TKM: Turkmenistan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2015,74.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,Turkmenistan 2015-16 Multiple Indicator Cluster Survey,RA: Reanalysed,F: Free,70.7,78.5,,757.6,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KAZ: Kazakhstan,NT_CF_MAD: Minimum acceptable diet (children aged 6-23 months),_T: Total,M6T23: 6 to 23 months old,B60: Bottom 60%,_T: Total,_T: Total,_T: Total,2015,34.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Minimum acceptable diet, Minimum diet diversity, Minimum meal frequency, New York, May 2019","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016.",RA: Reanalysed,F: Free,29.2,40.1,,1052.9,middle of fieldwork,,0: Not Known,
