DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,REF_PERIOD:Reference Period,UNIT_MEASURE:Unit of measure,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,OBS_STATUS:Observation Status
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2001-06,19.66477548,,D_PER_1000_B: Deaths per 1000 live births,17.19914832,22.45850945,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2002-06,18.57089741,,D_PER_1000_B: Deaths per 1000 live births,16.23325555,21.20733173,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2003-06,17.48898371,,D_PER_1000_B: Deaths per 1000 live births,15.31579478,19.94873302,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2004-06,16.4708155,,D_PER_1000_B: Deaths per 1000 live births,14.45142252,18.69660806,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2005-06,15.44229807,,D_PER_1000_B: Deaths per 1000 live births,13.62637459,17.4570767,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2006-06,14.43127468,,D_PER_1000_B: Deaths per 1000 live births,12.84039502,16.22664858,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2007-06,13.47517313,,D_PER_1000_B: Deaths per 1000 live births,12.10808694,15.00298625,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2008-06,12.53676907,,D_PER_1000_B: Deaths per 1000 live births,11.40683338,13.77816548,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2009-06,11.63954787,,D_PER_1000_B: Deaths per 1000 live births,10.73506415,12.63675728,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2010-06,10.77899931,,D_PER_1000_B: Deaths per 1000 live births,10.05899097,11.55412462,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2011-06,9.975055967,,D_PER_1000_B: Deaths per 1000 live births,9.405999437,10.57870624,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2012-06,9.264425352,,D_PER_1000_B: Deaths per 1000 live births,8.793904181,9.755691118,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2013-06,8.645451138,,D_PER_1000_B: Deaths per 1000 live births,8.234004221,9.071668565,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2014-06,8.177681342,,D_PER_1000_B: Deaths per 1000 live births,7.787807852,8.572265136,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2015-06,7.829548643,,D_PER_1000_B: Deaths per 1000 live births,7.457356914,8.221305355,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2016-06,7.56420178,,D_PER_1000_B: Deaths per 1000 live births,7.183315844,7.973185355,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2017-06,7.362009503,,D_PER_1000_B: Deaths per 1000 live births,6.933534716,7.831511563,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,F: Female,2018-06,7.197056339,,D_PER_1000_B: Deaths per 1000 live births,6.67866288,7.764728259,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1978-06,81.61685156,,D_PER_1000_B: Deaths per 1000 live births,56.4220491,114.5889438,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1979-06,76.04844678,,D_PER_1000_B: Deaths per 1000 live births,55.10674835,102.352472,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1980-06,70.77455899,,D_PER_1000_B: Deaths per 1000 live births,53.33363698,91.84696339,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1981-06,65.89394774,,D_PER_1000_B: Deaths per 1000 live births,51.6631757,82.57016977,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1982-06,61.38235185,,D_PER_1000_B: Deaths per 1000 live births,49.61345492,74.73467867,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1983-06,57.3285963,,D_PER_1000_B: Deaths per 1000 live births,47.62724877,67.94444086,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1984-06,53.61299034,,D_PER_1000_B: Deaths per 1000 live births,45.51602503,62.49733912,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1985-06,50.28174066,,D_PER_1000_B: Deaths per 1000 live births,43.40829578,57.71059454,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1986-06,47.29927257,,D_PER_1000_B: Deaths per 1000 live births,41.34658753,53.7009975,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1987-06,44.64866189,,D_PER_1000_B: Deaths per 1000 live births,39.36783049,50.28731798,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1988-06,42.29943611,,D_PER_1000_B: Deaths per 1000 live births,37.50720047,47.49149751,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1989-06,40.26241053,,D_PER_1000_B: Deaths per 1000 live births,35.85950794,45.06034263,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1990-06,38.48081881,,D_PER_1000_B: Deaths per 1000 live births,34.34585346,43.09263816,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1991-06,36.91638102,,D_PER_1000_B: Deaths per 1000 live births,32.98478548,41.37420265,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1992-06,35.51407114,,D_PER_1000_B: Deaths per 1000 live births,31.69122001,39.77906614,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1993-06,34.22643508,,D_PER_1000_B: Deaths per 1000 live births,30.5386259,38.3473078,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1994-06,32.99993443,,D_PER_1000_B: Deaths per 1000 live births,29.35086985,36.97523759,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1995-06,31.74294128,,D_PER_1000_B: Deaths per 1000 live births,28.13027611,35.65694195,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1996-06,30.47518697,,D_PER_1000_B: Deaths per 1000 live births,26.89367739,34.29904952,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1997-06,29.16840864,,D_PER_1000_B: Deaths per 1000 live births,25.70441074,32.88736577,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1998-06,27.82544862,,D_PER_1000_B: Deaths per 1000 live births,24.48819357,31.46229522,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,1999-06,26.46489138,,D_PER_1000_B: Deaths per 1000 live births,23.21312436,30.01666394,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2000-06,25.15472382,,D_PER_1000_B: Deaths per 1000 live births,22.01987578,28.58892665,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2001-06,23.81514599,,D_PER_1000_B: Deaths per 1000 live births,20.8002421,27.17111505,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2002-06,22.4897734,,D_PER_1000_B: Deaths per 1000 live births,19.64815826,25.69250801,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2003-06,21.19137127,,D_PER_1000_B: Deaths per 1000 live births,18.55468073,24.18026186,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2004-06,19.92535418,,D_PER_1000_B: Deaths per 1000 live births,17.50594134,22.66800164,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2005-06,18.68987982,,D_PER_1000_B: Deaths per 1000 live births,16.50894574,21.1149192,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2006-06,17.46515894,,D_PER_1000_B: Deaths per 1000 live births,15.564953,19.57955246,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2007-06,16.27373468,,D_PER_1000_B: Deaths per 1000 live births,14.63233744,18.03654215,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2008-06,15.12027846,,D_PER_1000_B: Deaths per 1000 live births,13.77014059,16.55388834,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2009-06,14.00032684,,D_PER_1000_B: Deaths per 1000 live births,12.91642309,15.14006043,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2010-06,12.92301294,,D_PER_1000_B: Deaths per 1000 live births,12.08986191,13.80535246,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2011-06,11.92169543,,D_PER_1000_B: Deaths per 1000 live births,11.27445162,12.59523368,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2012-06,11.02720352,,D_PER_1000_B: Deaths per 1000 live births,10.50678329,11.57069644,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2013-06,10.28504686,,D_PER_1000_B: Deaths per 1000 live births,9.829999663,10.75802236,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2014-06,9.665547884,,D_PER_1000_B: Deaths per 1000 live births,9.241044108,10.11685313,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2015-06,9.204435318,,D_PER_1000_B: Deaths per 1000 live births,8.796672803,9.633055089,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2016-06,8.889289279,,D_PER_1000_B: Deaths per 1000 live births,8.457539579,9.330169411,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2017-06,8.654102009,,D_PER_1000_B: Deaths per 1000 live births,8.165629613,9.160046641,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,M: Male,2018-06,8.464124114,,D_PER_1000_B: Deaths per 1000 live births,7.872176806,9.088449937,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1978-06,75.89775046,,D_PER_1000_B: Deaths per 1000 live births,52.43580913,106.5237839,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1979-06,70.54539623,,D_PER_1000_B: Deaths per 1000 live births,51.03105186,94.89903641,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1980-06,65.57780244,,D_PER_1000_B: Deaths per 1000 live births,49.59141594,84.84728265,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1981-06,60.95264954,,D_PER_1000_B: Deaths per 1000 live births,47.89968001,76.27587373,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1982-06,56.63698043,,D_PER_1000_B: Deaths per 1000 live births,46.00681712,68.93982003,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1983-06,52.81222596,,D_PER_1000_B: Deaths per 1000 live births,43.98503309,62.63455072,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1984-06,49.35317101,,D_PER_1000_B: Deaths per 1000 live births,42.05876861,57.25698091,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1985-06,46.22678902,,D_PER_1000_B: Deaths per 1000 live births,40.10049365,52.93101844,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1986-06,43.44224155,,D_PER_1000_B: Deaths per 1000 live births,38.12316107,49.12440434,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1987-06,40.9669033,,D_PER_1000_B: Deaths per 1000 live births,36.23535191,46.07035134,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1988-06,38.7790225,,D_PER_1000_B: Deaths per 1000 live births,34.52274022,43.40122895,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1989-06,36.86641366,,D_PER_1000_B: Deaths per 1000 live births,32.96339907,41.16623322,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1990-06,35.24089555,,D_PER_1000_B: Deaths per 1000 live births,31.55292358,39.34401886,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1991-06,33.81565458,,D_PER_1000_B: Deaths per 1000 live births,30.28957659,37.75982628,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1992-06,32.54281606,,D_PER_1000_B: Deaths per 1000 live births,29.11826593,36.27523448,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1993-06,31.35194247,,D_PER_1000_B: Deaths per 1000 live births,28.01362977,34.95863878,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1994-06,30.22071183,,D_PER_1000_B: Deaths per 1000 live births,26.95051089,33.74260705,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1995-06,29.08528366,,D_PER_1000_B: Deaths per 1000 live births,25.83717284,32.5318589,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1996-06,27.90526046,,D_PER_1000_B: Deaths per 1000 live births,24.70646437,31.27315197,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1997-06,26.69490834,,D_PER_1000_B: Deaths per 1000 live births,23.59253786,30.02705689,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1998-06,25.44946042,,D_PER_1000_B: Deaths per 1000 live births,22.46636104,28.70062416,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,1999-06,24.23202245,,D_PER_1000_B: Deaths per 1000 live births,21.30539565,27.41198209,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2000-06,23.02210669,,D_PER_1000_B: Deaths per 1000 live births,20.20169714,26.07221426,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2001-06,21.78640174,,D_PER_1000_B: Deaths per 1000 live births,19.10008262,24.76081422,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2002-06,20.58333175,,D_PER_1000_B: Deaths per 1000 live births,18.04592331,23.45440585,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2003-06,19.4023349,,D_PER_1000_B: Deaths per 1000 live births,17.02849782,22.08998015,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2004-06,18.25125113,,D_PER_1000_B: Deaths per 1000 live births,16.05667207,20.68406258,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2005-06,17.12347618,,D_PER_1000_B: Deaths per 1000 live births,15.16233441,19.26177385,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2006-06,16.00173021,,D_PER_1000_B: Deaths per 1000 live births,14.28571185,17.89221571,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2007-06,14.90766524,,D_PER_1000_B: Deaths per 1000 live births,13.46118706,16.51493001,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2008-06,13.85839025,,D_PER_1000_B: Deaths per 1000 live births,12.66452037,15.15630866,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2009-06,12.85090028,,D_PER_1000_B: Deaths per 1000 live births,11.90303245,13.84312925,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2010-06,11.87997493,,D_PER_1000_B: Deaths per 1000 live births,11.14990204,12.61847528,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2011-06,10.97483227,,D_PER_1000_B: Deaths per 1000 live births,10.43107284,11.53180371,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2012-06,10.16944036,,D_PER_1000_B: Deaths per 1000 live births,9.745050053,10.61191362,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2013-06,9.484409428,,D_PER_1000_B: Deaths per 1000 live births,9.134677122,9.856404599,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2014-06,8.941255402,,D_PER_1000_B: Deaths per 1000 live births,8.611101232,9.280378864,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2015-06,8.536218636,,D_PER_1000_B: Deaths per 1000 live births,8.211287693,8.873631557,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2016-06,8.244223414,,D_PER_1000_B: Deaths per 1000 live births,7.897242115,8.604797559,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2017-06,8.023652058,,D_PER_1000_B: Deaths per 1000 live births,7.622096136,8.449996524,A: Normal value
UNICEF:CME(1.0): Child Mortality,ALB: Albania,CME_MRY0: Infant mortality rate,_T: Total,2018-06,7.845715067,,D_PER_1000_B: Deaths per 1000 live births,7.333115281,8.391829854,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1976-06,62.6088583,,D_PER_1000_B: Deaths per 1000 live births,52.89249541,73.69163543,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1977-06,60.28771007,,D_PER_1000_B: Deaths per 1000 live births,51.75596282,70.15636224,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1978-06,58.10355641,,D_PER_1000_B: Deaths per 1000 live births,50.52561236,66.82210499,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1979-06,55.98264838,,D_PER_1000_B: Deaths per 1000 live births,49.154595,63.83481924,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1980-06,53.95279413,,D_PER_1000_B: Deaths per 1000 live births,47.83883572,61.05166864,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1981-06,51.99870244,,D_PER_1000_B: Deaths per 1000 live births,46.43131683,58.50868096,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1982-06,50.15537038,,D_PER_1000_B: Deaths per 1000 live births,45.03651345,56.09227369,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1983-06,48.35418118,,D_PER_1000_B: Deaths per 1000 live births,43.6071961,53.84722413,A: Normal value
UNICEF:CME(1.0): Child Mortality,ARM: Armenia,CME_MRY0: Infant mortality rate,F: Female,1984-06,46.64165647,,D_PER_1000_B: Deaths per 1000 live births,42.16105463,51.75643038,A: Normal value
