DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MATERNAL_EDU_LVL:Mother's Education Level,HEAD_OF_HOUSE:Head of House,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,CUSTODIAN:Custodian,INDICATOR_DEFINITION:Indicator Definition,NUMERATOR_DEFINITION:Numerator Definition,DENOMINATOR_DEFINITION:Denominator Definition,PUBLICATION_DATE:Date of Publication,DATA_SOURCE:Data Source,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STD_ERR:Standard Error,WGTD_SAMPL_SIZE:Weighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2000,26.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia demographic and health survey 2000. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ORC Macro, 2001",RA: Reanalysed,F: Free,20.7,33.7,,141.4,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,21.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ORC Macro, 2006",RA: Reanalysed,F: Free,14.4,31.0,,103.8,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2010,44.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia demographic and health survey 2010. Demographic and Health Surveys. Calverton, Maryland: National Statistical Service, Ministry of Health, and ICF International, 2012",RA: Reanalysed,F: Free,35.2,53.8,,116.1,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ARM: Armenia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2015,45.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Armenia Demographic and Health Survey 2015-16. Rockville, Maryland, USA: National Statistical Service, Ministry of Health, and ICF",RA: Reanalysed,F: Free,36.8,53.9,,116.7,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,29.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Albania multiple indicator cluster survey 2005, final report. Tirana, Albania: Albanian National Institute of Statistics, 2008",RA: Reanalysed,F: Free,18.7,43.5,,101.7,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2008,44.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana, Albania: Institute of Statistics, Institute of Public Health and ICF Macro, 2010",RA: Reanalysed,F: Free,33.1,56.8,,113.3,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2017,41.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Albania Demographic and Health Survey 2017-18. Tirana, Albania: Institute of Statistics, Institute of Public Health, and ICF",RA: Reanalysed,F: Free,34.2,50.0,,227.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MNE: Montenegro,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,40.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006",RA: Reanalysed,F: Free,26.0,56.4,,44.5,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MNE: Montenegro,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2013,28.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.",RA: Reanalysed,F: Free,16.6,45.4,,49.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,SRB: Serbia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,20.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Republic of Serbia multiple indicator cluster survey 2005, final report. Belgrade, Republic of Serbia: Statistical Office of the Republic of Serbia and Strategic Marketing Research Agency, 2006",RA: Reanalysed,F: Free,14.4,27.8,,124.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,SRB: Serbia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2010,12.1,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Serbia multiple indicator cluster survey 2010 (MICS). Belgrade, Republic of Serbia: Statistical Office of the Republic of Serbia, 2011",RA: Reanalysed,F: Free,7.7,18.6,,111.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,SRB: Serbia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2014,53.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2014 Serbia multiple indicator cluster survey and 2014 Serbia Roma Settlements multiple indicator cluster survey (MICS). Key findings. Belgrade, Serbia: Statistical Office of the Republic of Serbia and UNICEF, 2014.",RA: Reanalysed,F: Free,40.9,65.6,,52.1,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,BIH: Bosnia and Herzegovina,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2006,66.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Bosnia and Herzegovina multiple indicator cluster survey 2006. Sarajevo, Bosnia and Herzegovina: UNICEF, 2007",RA: Reanalysed,F: Free,56.4,75.1,,80.6,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,BIH: Bosnia and Herzegovina,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2011,40.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Institute for Public Health [Federation of Bosnia and Herzegovina]. Bosnia and Herzegovina multiple indicator cluster survey (MICS) 2011-2012. Final report. Sarajevo, Federation of Bosnia and Herzegovina: UNICEF, 2013",RA: Reanalysed,F: Free,26.5,55.9,,45.0,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,AZE: Azerbaijan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2006,42.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Azerbaijan Demographic and Health Survey 2006. Demographic and Health Surveys. Calverton, Maryland, USA: State Statistical Committee and Macro International Inc., 2008",RA: Reanalysed,F: Free,33.0,52.5,,191.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,GEO: Georgia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,38.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,Georgia monitoring the situation of children and women. Mulitple indicator cluster survey 2005.,RA: Reanalysed,F: Free,29.3,49.5,,121.3,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,GEO: Georgia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2018,35.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Georgia Multiple Indicator Cluster Survey 2018, Survey Findings Report. Tbilisi, Georgia: National Statistics Office of Georgia.",RA: Reanalysed,F: Free,26.9,45.8,,143.3,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MKD: North Macedonia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,36.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Republic of Macedonia - multiple indicator cluster survey 2005-06. Final report. Skopje: State Statistcial Office of the Republic of Macedonia, 2007",RA: Reanalysed,F: Free,24.9,49.5,,157.6,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MKD: North Macedonia,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2011,17.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Multiple indicator cluster survey 2011 (MICS). Skopje, the former Yugoslav Republic of Macedonia: Ministry of Health, Ministry of Education and Science,  Ministry of Labour and Social Policy, 2012.",RA: Reanalysed,F: Free,8.6,32.1,,84.2,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MDA: Republic of Moldova,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2005,60.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Moldova demographic and health survey 2005. Demographic and Health Surveys. Calverton, Maryland: NCPM of the Ministry of Health and Social Protection and ORC Macro, 2006",RA: Reanalysed,F: Free,49.6,71.2,,131.6,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,MDA: Republic of Moldova,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2012,56.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2012 Republic of Moldova multiple indicator cluster survey. Final report (MICS4). Chisinau, Republic of Moldova, 2014.",RA: Reanalysed,F: Free,44.2,68.0,,114.1,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KAZ: Kazakhstan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2006,66.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Kazakhstan multiple indicator cluster survey 2006. Final report. Astana, Kazakhstan: UNICEF and Agency of the Republic of Kazakhstan on Statistic, 2007",RA: Reanalysed,F: Free,60.8,71.7,,457.4,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KAZ: Kazakhstan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2010,73.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Multiple indicator cluster survey (MICS) in the Republic of Kazakhstan (RK), 2010-2011. Final report. Astana, Kazakhstan: the Agency of Statistics, RK and the Republican State Enterprise Information Computing Center, 2012",RA: Reanalysed,F: Free,66.9,78.4,,463.3,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,KAZ: Kazakhstan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2015,85.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"2015 Kazakhstan Multiple Indicator Cluster Survey, Final Report. Astana, Kazakhstan: The Statistics Committee of the Ministry of National Economy of the Republic of Kazakhstan, 2016.",RA: Reanalysed,F: Free,80.7,89.7,,415.3,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,UZB: Uzbekistan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2006,67.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Uzbekistan multiple indicator cluster survey 2006, Final report. Tashkent, Uzbekistan: UNICEF, 2007",RA: Reanalysed,F: Free,61.4,73.7,,432.9,middle of fieldwork,,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,UZB: Uzbekistan,NT_BF_EIBF: Early initiation of breastfeeding,_T: Total,_T: Total,B20: Bottom 20%,_T: Total,_T: Total,_T: Total,2017,82.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/infant-and-young-child-feeding,"Global UNICEF Global Databases: Infant and Young Child Feeding: Early initiation of breastfeeding, Ever Breastfed, New York, July 2020","UNICEF Division of Data, Analysis, Planning and Monitoring",,,,,"Uzbekistan 2017 Nutrition Survey, Tashkent, Uzbekistan, UNICEF 2019",RA: Reanalysed,F: Free,76.0,87.0,,217.8,middle of fieldwork,,0: Not Known,
