DATAFLOW,REF_AREA:Country,INDICATOR:Indicator,SEX:Sex,AGE:Current age,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,MATERNAL_EDU_LVL:Mother's Education Level,HEAD_OF_HOUSE:Head of House,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,CUSTODIAN:Custodian,INDICATOR_DEFINITION:Indicator Definition,NUMERATOR_DEFINITION:Numerator Definition,DENOMINATOR_DEFINITION:Denominator Definition,PUBLICATION_DATE:Date of Publication,DATA_SOURCE:Data Source,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,STD_ERR:Standard Error,WGTD_SAMPL_SIZE:Weighted Sample Size,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,FREQ_COLL:Time interval at which the source data are collected,OBS_FOOTNOTE:Observation footnote
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M0T5: 0 to 5 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,32.7,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,18.1,51.6,8.6,46.7,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M0T5: 0 to 5 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,10.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,6.3,18.2,2.9,118.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,41.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,28.2,56.4,7.4,55.3,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,18.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,U: Low reliability,F: Free,9.8,32.5,5.7,47.3,Middle of Fieldwork,1997-2017,0: Not Known,Unweighted sample size is between 25 and 49
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,28.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,16.2,45.0,7.3,55.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T17: 12 to 17 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,24.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,15.6,35.6,5.1,107.4,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,39.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,30.0,48.9,4.9,107.9,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,20.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,12.8,30.6,4.5,79.2,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,23.9,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,15.6,34.9,4.9,120.4,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M12T23: 12 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,21.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,15.5,28.7,3.4,206.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,36.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,23.9,50.8,7.0,52.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,22.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,U: Low reliability,F: Free,11.3,40.5,7.5,31.9,Middle of Fieldwork,1997-2017,0: Not Known,Unweighted sample size is between 25 and 49
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,20.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,9.8,36.5,6.6,64.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M18T23: 18 to 23 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,18.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,11.5,27.8,4.1,99.5,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,32.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,21.7,45.6,6.2,61.7,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,22.8,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,13.6,35.7,5.6,60.4,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,25.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,16.0,37.6,5.4,81.2,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T29: 24 to 29 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,12.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,5.9,24.6,4.6,103.6,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,37.0,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,27.8,47.2,5.0,114.7,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,23.2,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,15.6,33.1,4.4,109.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,21.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,14.8,29.7,3.8,141.8,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T35: 24 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,15.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,10.1,22.7,3.2,217.9,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,29.3,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,24.1,35.2,2.8,371.2,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2005,26.6,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania multiple indicator cluster survey 2005  final report. Tirana  Albania  Albanian National Institute of Statistics  2008,RA: Reanalysed,F: Free,21.6,32.4,2.8,328.0,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2009,22.5,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania demographic and health survey 2008-09. Demographic and Health Surveys. Tirana  Albania  Institute of Statistics  Institute of Public Health and ICF Macro  2010,RA: Reanalysed,F: Free,18.5,27.0,2.2,459.9,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M24T59: 24 to 59 months old,_T: Total,_T: Total,_T: Total,_T: Total,2017,14.4,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Albania Demographic and Health Survey 2017-18. Tirana  Albania  Institute of Statistics  Institute of Public Health  and ICF,RA: Reanalysed,F: Free,10.9,18.8,2.0,674.5,Middle of Fieldwork,1997-2017,0: Not Known,
UNICEF:NUTRITION(1.0): Nutrition,ALB: Albania,NT_ANT_WHZ_PO2: Weight-for-height >+2 SD (overweight),F: Female,M30T35: 30 to 35 months old,_T: Total,_T: Total,_T: Total,_T: Total,2000,42.1,0: Units,PCNT: %,https://data.unicef.org/topic/nutrition/malnutrition/,UNICEF/WHO/World Bank Joint Malnutrition Estimates Expanded Databases  July 2020,UNICEF Division of Data  Analysis  Planning and Monitoring,,,,,Multiple indicator cluster survey report Albania (MICS). Committee on Women and Family  Institute of Public Health  Faculty of Social Sciences and UNICEF (Albania). Tirana  Albania  UNICEF  2000,RA: Reanalysed,F: Free,28.1,57.5,7.7,53.1,Middle of Fieldwork,1997-2017,0: Not Known,
